Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
106.55555,80.61638,6.858663,3.5658972,74.87144,882.4922,904.6547,112.80567,106.14155,146.1804,928.8602,9.085412,18.816814,1
104.90292,79.60548,11.213671,2.9145167,74.683914,886.0271,922.5269,136.25977,105.32218,144.58159,933.2067,9.238012,18.92256,1
104.87407,81.07626,6.827066,3.4703434,74.77848,887.6553,901.4559,114.919754,105.34913,145.20401,926.5479,8.969754,18.843445,1
105.34546,88.76143,7.0399575,3.0420558,74.713745,877.87885,988.6317,137.57445,102.63722,146.24034,925.5932,8.696669,18.86816,2
104.138084,82.7139,6.990972,3.1360183,74.84455,918.9833,908.0134,116.1354,104.9771,145.19275,922.8473,8.948642,18.754332,2
104.25553,82.96178,6.7965636,3.3443089,74.83895,887.3437,905.2498,138.90631,103.34873,146.05641,922.7489,8.751405,18.977192,2
104.440216,82.37074,7.203271,2.9795973,74.696976,875.353,967.99365,115.4113,101.991,145.2656,931.10724,8.805551,18.682678,2
104.18628,81.09217,6.9271293,3.4628134,74.67705,911.2086,935.2121,125.59536,104.508125,144.12283,925.00793,8.609895,18.518608,1
104.11059,83.18428,6.9865046,3.762941,74.87111,879.6814,950.4879,122.627716,104.19652,146.55952,926.1664,7.8146796,18.919298,2
103.81432,82.10391,6.9754143,4.082901,74.73392,919.34393,951.6499,111.40735,104.921104,145.54353,923.1803,8.576985,18.600086,1
104.08009,82.32708,6.8184724,4.3611226,74.66736,887.2225,936.7745,126.01659,105.979034,146.61307,926.85657,8.5736475,18.667583,1
104.18886,81.04597,7.4064665,2.8863842,74.69299,880.3495,898.23364,121.238594,104.12926,144.66103,932.1649,9.152863,18.899538,1
104.03168,83.64609,7.250405,3.436602,74.78575,919.40717,934.2727,122.16452,103.54284,144.72087,927.1605,8.445821,18.618156,1
104.21947,81.11754,6.8384805,3.5656667,74.72611,879.72485,905.03845,129.51357,104.150185,143.7143,930.8626,8.626964,18.827562,1
104.70935,84.19768,7.0012445,3.8285856,74.689804,891.84766,920.60645,140.68408,105.4649,145.1732,927.23584,8.951304,18.597233,1
103.997734,81.59903,6.941064,3.6520817,74.82212,878.86523,913.7758,121.19452,105.56548,145.30153,924.6477,8.243064,18.91994,2
106.54176,86.07917,6.874765,2.667278,74.947334,879.28345,914.8622,117.27711,105.59618,145.91826,924.8084,8.576967,18.808523,2
107.095505,91.63513,6.764019,2.409299,75.20106,880.9431,918.57043,110.651474,105.251205,147.11217,926.9756,7.566889,18.747202,2
106.104904,81.03468,7.101097,2.7213159,74.82008,889.80005,908.0064,120.81058,104.33743,145.17116,928.4925,9.041192,18.88099,2
103.99593,82.2916,6.8887157,3.726557,74.77556,877.5405,947.13635,118.00231,106.110435,145.81628,922.7988,8.614826,18.65121,2
104.70622,81.539116,6.930137,3.2329416,74.84889,886.6388,907.3653,117.89532,106.98559,145.53177,922.56226,8.675356,18.87384,2
104.04888,80.885704,6.9194336,3.3759892,74.712494,882.053,901.0379,124.075485,104.651054,145.54283,923.81665,8.687566,18.95072,1
103.92514,81.30492,7.0004954,3.3209562,74.78509,917.13477,912.9776,115.97203,104.63845,144.1357,924.03394,8.770504,18.614996,1
104.264725,82.19909,7.0633636,3.345961,75.02747,919.0094,914.37054,122.05822,105.115616,146.41039,928.5875,8.925511,18.693703,2
104.062675,81.58939,6.9637647,4.0320687,74.63228,919.16113,946.8946,110.120224,105.22116,144.668,933.15344,8.614836,18.686502,1
103.85401,81.28645,6.9267116,3.769171,74.711784,905.11804,923.6978,115.94819,106.610245,144.56311,924.4975,8.959926,18.571133,1
105.480736,88.795715,7.0786977,2.819623,74.80801,915.10394,898.25354,120.94013,102.646286,144.48904,925.3323,8.9588,18.638895,1
104.07878,84.30863,6.9091206,3.1934469,74.73868,919.20667,909.1281,111.15648,102.94641,144.6818,926.2235,8.741081,18.565012,1
106.895004,84.75396,9.548737,2.4796329,74.794716,916.93854,915.3165,126.60316,102.0768,143.3805,931.283,8.908237,18.761404,1
104.00789,82.2191,6.8949375,3.5918145,74.9277,881.1877,909.77576,126.63691,104.16929,146.6035,922.9348,8.0876665,18.959274,2
105.97586,91.0246,7.0487776,2.6800337,74.896355,880.5099,931.38544,114.87427,100.499405,146.03857,923.0835,8.4910555,18.56513,2
105.5952,81.113785,6.850544,3.5309453,74.7849,883.24384,906.8242,111.77692,106.38184,144.69579,928.51776,9.072004,18.837908,1
104.52222,85.86066,6.9810925,2.884809,74.81405,880.3734,967.1316,128.06917,104.4031,146.6472,924.3462,8.110455,18.840816,2
104.81505,85.64924,7.043607,3.751999,74.682915,874.6838,987.4248,126.26085,105.74136,145.25148,923.61975,8.767873,18.7081,2
106.2512,81.71335,7.055794,2.5457551,74.824196,918.4039,905.92993,117.009705,103.19692,144.30571,927.6749,9.093923,18.752901,1
104.76124,85.92036,6.953603,3.5174694,74.687,876.9405,954.41266,138.82077,103.97552,144.8777,925.1405,9.119841,18.703049,1
104.8085,87.94797,7.0524893,2.9375577,74.74161,878.5896,989.3378,130.54866,104.5966,146.14397,925.2266,8.667755,18.859596,2
105.443665,83.57537,7.2163606,3.781898,75.02922,919.4098,917.7076,129.88393,103.45975,144.9888,925.2007,9.227541,18.938889,2
105.19861,89.681465,6.9678087,2.7319076,75.18422,879.425,910.2652,113.07712,105.64123,146.81279,924.74963,8.007236,18.734016,2
107.52264,85.437805,9.733147,2.227095,74.99577,883.70807,910.93506,123.57921,103.446724,144.62106,929.7149,9.256986,18.83403,1
104.30721,82.232765,7.1650205,2.6947517,75.14558,907.98425,925.5056,122.71315,103.5564,146.82553,917.1658,8.79054,18.609184,2
104.72813,85.692444,8.8292675,2.9582875,74.78245,882.1763,904.3958,119.67419,102.49036,145.00522,935.6626,8.902893,18.907164,1
104.44465,82.29071,7.556034,2.9029071,74.87166,909.4964,905.66846,114.97631,103.91402,145.13249,927.25146,9.22555,18.948883,1
104.41,84.81482,6.8858485,3.0188081,74.79577,878.4341,956.70544,121.06477,105.91516,145.85686,922.79285,8.2780695,18.733252,1
104.80723,87.305786,7.106583,3.7146266,74.65258,880.4865,991.1325,131.00848,104.31428,145.37727,928.6683,8.908642,18.855165,1
104.14538,82.24636,6.887855,2.907757,74.885956,875.24646,925.5003,118.7,105.224976,146.01288,921.59155,8.489446,18.552063,2
104.144455,81.720894,6.74144,3.3294718,74.72532,877.7445,903.9981,132.12811,105.53291,144.88298,924.3393,8.962701,18.472454,1
106.54368,88.39505,6.8277097,2.7218678,74.91808,907.1732,905.50635,114.82533,104.9693,145.45866,925.4276,8.715781,18.757563,2
104.17368,82.92604,6.9058657,3.8514855,74.78638,901.45526,949.8901,115.74915,106.6953,145.64276,923.38513,8.3152895,18.65759,1
104.59518,80.153885,10.157105,2.8633938,74.72373,881.79675,907.81335,126.60468,104.72723,144.94731,932.2322,9.01032,18.797699,1
104.163055,80.22178,8.005976,3.844411,74.7496,882.255,904.08307,116.98834,105.47793,146.26535,929.4479,8.812358,18.9097,1
104.309494,83.6651,7.2351303,3.2005227,74.885895,888.46564,907.1695,132.63542,103.95318,146.03961,937.47437,8.274779,18.968664,2
105.45202,89.9841,6.8068523,2.7363586,74.8963,917.5552,895.7525,112.2083,102.96347,145.1492,925.8916,9.027703,18.533905,1
104.155685,82.22385,9.01192,3.22476,74.76217,918.97406,921.6523,123.3297,103.69441,145.77364,928.4381,8.6517315,18.579992,1
104.37623,84.03517,7.5433645,3.153371,74.815056,887.5067,902.4885,124.87786,102.55014,145.20024,925.65063,8.850168,18.972458,2
106.75087,90.77305,7.848481,2.922945,75.01679,919.20264,901.9006,124.379425,103.11662,145.83212,923.1992,8.795327,18.795946,2
106.28231,81.23899,6.9966273,3.5382652,74.91008,905.5665,910.9376,119.03036,106.05955,146.52135,926.3978,9.117747,18.817009,2
105.888306,90.51645,6.9016666,2.5576591,74.98655,879.4043,925.05524,113.53167,103.89354,146.53224,927.44165,8.371134,18.625813,2
106.18024,88.81067,6.641664,2.9845216,75.06639,913.12286,908.5126,115.13602,103.75036,146.42128,928.8219,8.838252,18.776234,2
104.22375,81.17216,6.9878855,3.3856292,74.71335,883.6782,898.17975,138.2309,102.63972,144.82509,923.3545,8.854674,18.968433,1
104.02304,81.1627,6.827305,3.983033,74.7294,877.91895,912.4116,116.01912,107.156944,145.3486,924.1339,8.729543,18.859833,1
105.23556,90.442825,7.130187,3.1406198,74.860886,919.2453,894.2913,116.8554,101.732,144.86879,924.4518,9.085574,18.758228,1
107.95448,88.274124,7.1790714,2.656039,74.934555,906.28094,914.68286,139.06483,102.120995,142.41327,930.93176,9.3509655,18.901228,1
103.94138,81.87703,6.9351907,3.351809,74.765396,915.1656,925.0572,111.61754,105.94047,144.41545,922.2844,8.860619,18.647182,1
104.256355,81.569336,6.9480762,3.2763042,74.69136,880.62946,898.2871,137.91895,103.628174,144.55956,923.2706,8.8175125,18.861185,1
105.12247,83.46436,7.120866,2.6048198,74.984985,908.4544,935.65936,120.06008,103.26051,146.74092,919.12225,8.874264,18.744577,2
104.68598,82.35945,7.172868,2.903971,74.81416,905.2617,903.7638,117.24716,104.43569,145.77051,926.8646,8.773489,18.393932,1
104.52866,86.963196,6.9922385,3.713973,74.739494,882.1707,987.67865,126.27362,105.115204,146.30824,925.4147,8.587566,18.750935,1
105.72864,86.34792,9.337079,2.3942883,74.84498,899.92065,900.3027,115.2142,103.28552,145.96796,927.4176,8.845301,18.576363,1
104.4928,84.91779,8.649685,2.998749,74.83938,919.4025,910.2085,108.73933,101.99405,144.16692,924.2522,8.487422,18.824131,1
104.363655,81.60355,6.967655,3.0289595,74.62933,917.941,911.0338,116.088844,103.18101,143.01396,946.2043,8.2666445,18.688425,1
104.30865,81.32005,6.829304,3.3905065,74.94388,916.4255,913.3696,121.12837,106.47591,146.432,920.77136,8.8757715,18.751902,2
106.017685,91.13336,6.70836,2.4164703,75.07692,876.9452,936.29395,114.74904,105.58111,146.99126,924.7445,7.5811677,18.727901,2
104.95446,82.476234,6.8189383,3.0332072,74.77193,876.855,902.1526,117.08221,104.31529,144.59137,926.4626,8.905899,18.630623,1
105.712494,83.25563,10.999419,2.6605785,74.782364,886.3783,916.2097,124.60473,104.58316,144.80174,929.4937,9.019269,18.819218,1
103.97942,81.39791,6.987373,4.201088,74.733284,919.0921,913.0795,116.29126,104.43818,146.27098,929.63324,8.711161,18.80311,1
104.38161,84.1441,7.012644,3.1340225,74.90165,914.3009,909.3932,116.73054,102.93484,144.85144,938.0026,8.438521,18.881645,2
105.0039,82.65077,6.8177958,3.2720227,74.856316,880.1785,926.13965,114.2613,106.63121,145.81395,922.78076,8.490185,18.650682,2
104.40606,81.85063,8.253711,2.771891,74.6855,882.1447,899.2975,127.20807,104.09002,144.77419,927.1206,9.231881,18.698555,1
105.01794,88.66336,6.7049437,2.7477899,75.1638,877.28314,920.79034,118.35036,105.28576,146.76881,919.8492,8.614684,18.76634,2
104.58379,81.650246,6.950448,3.5592422,74.643555,880.11884,900.10675,139.94975,103.89972,144.14941,925.35754,8.795959,18.848927,1
104.31043,79.793526,9.517021,2.7031271,74.698395,882.3288,902.219,128.52077,103.2688,145.18034,927.0228,9.000603,18.789091,1
104.87176,86.36441,6.747374,3.1524765,75.05859,882.69293,911.5805,118.67831,102.899345,146.11743,945.9878,8.400571,18.966698,2
104.32362,82.83476,6.7590003,3.3127985,75.08491,919.35675,908.4223,123.77698,103.48959,146.5064,921.8661,9.026113,18.875427,2
104.0761,81.49091,6.852473,2.9160829,74.65632,913.04114,907.33875,120.04694,104.36562,144.19597,927.7773,8.841821,18.542248,1
104.061325,83.335686,6.9554358,3.3876326,74.82502,919.4098,922.1194,107.71842,102.5826,144.21364,921.41656,8.782287,18.732828,2
105.35379,89.766266,6.914803,2.713444,74.84255,919.2871,898.8866,110.88878,101.70121,145.53835,922.4791,8.733596,18.594273,1
104.2555,81.23141,7.0054636,4.3384075,74.58681,915.8674,913.644,119.60652,104.82122,145.43907,944.463,7.740797,18.956308,2
106.866325,90.07256,6.793818,2.6612008,75.04922,899.46716,903.6236,110.10405,106.478584,145.96507,926.0123,8.966301,18.79881,2
104.67499,86.749435,6.9446864,2.6297147,74.81634,876.786,974.97186,125.39549,104.87889,146.49869,922.92206,8.193026,18.757847,2
104.080246,80.9023,7.0277944,2.9412441,74.70221,882.1158,899.163,125.87622,103.8598,144.50362,925.5261,8.925552,18.797424,1
104.26702,81.76203,7.047975,3.1200335,74.938614,879.72253,929.464,117.76976,104.757935,145.97757,925.1157,8.540201,18.61085,2
103.95861,80.724655,6.9668746,3.9982424,74.73977,886.2125,903.3835,128.71677,101.89326,146.59068,924.50586,8.233689,18.978106,2
104.623055,85.920784,6.8965783,3.0279703,74.81239,919.20874,900.01605,111.253555,103.90104,144.69214,924.9955,8.715592,18.68537,1
104.5421,83.16139,6.9231405,3.4637008,74.946846,919.40924,910.8921,121.25472,103.853714,145.96606,920.8799,9.145405,18.880253,2
107.19291,89.38424,7.03146,2.3506148,74.88219,913.9399,899.36676,120.273895,102.65276,145.51715,924.2977,8.708317,18.677431,1
104.146324,82.491776,7.3952026,3.145346,74.68166,881.72644,925.3264,129.30832,104.10665,144.47803,926.52704,9.0262165,18.640724,1
104.31318,80.77779,7.0211034,3.9185917,74.97126,915.5433,909.8446,122.180405,103.99448,146.72173,923.00793,8.617905,18.90264,2
104.57941,85.491585,6.8497486,3.2032387,74.815796,876.7997,955.98236,118.87388,106.32203,145.98491,920.9691,8.4175205,18.61341,1
104.21742,81.56294,6.999903,3.2097256,74.72419,919.35315,915.9792,114.82985,103.18854,144.27992,936.3513,8.575566,18.746134,2
103.93969,81.69756,6.871547,4.259108,74.74044,918.07855,921.5803,111.362144,106.3587,145.76584,923.55707,8.641494,18.8773,1
107.87367,91.52696,7.139947,2.6428785,75.04907,893.09845,907.8711,133.4645,102.87067,145.68881,926.2396,8.684407,18.752691,1
104.24286,83.46723,6.9167213,3.0100124,74.75197,908.7487,958.10046,118.094604,103.7239,145.41077,924.046,8.563781,18.547398,1
103.997185,82.95595,6.9908724,3.393703,74.73302,919.38824,921.9974,108.648285,103.75641,144.56194,926.6717,8.933764,18.602161,1
104.31849,80.56616,8.610926,3.3908904,74.70864,879.00024,904.62134,132.13396,103.897804,145.71008,929.23645,8.980623,18.713709,1
105.45944,80.654335,6.8715553,3.0252666,74.79156,880.1727,900.69855,127.78666,103.28369,144.77924,925.20374,8.780376,18.74451,1
104.24155,81.79216,6.9007344,3.1132817,75.106636,915.125,907.59283,122.01358,105.80512,146.54735,919.5464,9.007035,18.910053,2
105.200676,87.2346,7.1637053,3.9044778,74.65977,878.1322,962.72266,140.66394,104.958534,144.9731,926.3096,9.017358,18.764975,1
105.41349,79.66515,9.788455,2.6209688,74.73717,883.85034,908.98834,128.38947,103.44592,144.83006,930.0152,9.261636,18.941551,1
104.44699,82.23198,6.89058,3.380628,74.71648,881.5427,899.4034,139.5345,104.3038,144.25905,924.8864,8.7920065,18.90662,1
104.52133,80.848625,6.880025,3.8477297,74.643715,878.02606,899.3385,128.15552,103.1406,145.75186,938.2619,9.1545,18.815378,1
106.05317,84.81235,7.01365,2.8346338,74.839935,918.8367,904.77936,129.40135,102.57307,144.89914,923.73083,8.775897,18.510242,1
104.04102,80.75102,6.8142767,3.906448,74.74788,899.5176,909.659,119.70595,106.69586,145.17473,923.44763,8.644314,18.74437,1
104.6834,83.66559,7.0874863,3.3228886,74.85564,919.4098,911.84607,114.121765,101.88537,143.68103,924.812,9.064324,18.8801,2
104.05616,80.530815,7.0447874,3.1311913,74.710075,880.1799,903.08124,129.80777,105.179886,144.13026,927.54553,8.637039,18.735151,2
105.44312,89.42927,7.0671086,3.73071,74.69643,879.14923,994.0087,139.7482,104.06106,145.86568,927.8331,8.957015,18.86709,1
104.15482,81.983536,6.892629,3.4189923,74.667595,885.933,920.94775,126.42505,106.36708,143.69044,925.8822,8.986107,18.627516,1
104.08919,81.46694,7.062794,3.4742508,74.81151,919.40137,910.2547,116.30207,103.88254,144.89359,923.8502,8.745088,18.709644,2
103.966515,81.833084,6.760868,3.5832305,74.6795,894.9879,940.83386,120.63133,105.89465,144.9427,923.5735,8.780133,18.52864,1
104.270096,81.45208,6.905492,3.745667,75.07415,918.5232,912.17505,123.20918,103.448654,146.92038,924.61316,8.588815,18.953094,2
104.16116,81.414406,7.0654097,4.00563,74.715256,919.30585,914.3682,114.921875,104.94676,145.20854,931.79755,8.524325,18.853409,2
105.151665,86.953026,7.131951,3.64721,74.648315,879.71375,979.6278,138.59874,104.4522,144.75835,927.43726,9.068904,18.733957,1
104.891495,87.520164,6.979021,2.9699187,74.718994,879.416,985.81683,129.44519,102.92965,145.95192,926.52466,8.7040205,18.659767,1
104.276535,81.35436,6.775233,3.5277045,74.806816,905.66205,904.14355,108.013824,106.94501,144.4377,925.02155,9.183599,18.722282,1
104.34384,81.862175,7.042969,3.474735,75.02141,872.9621,940.742,116.16053,103.18322,146.53175,924.1007,8.214194,18.638401,2
104.26552,81.49063,6.8179216,3.1116815,74.917366,902.67163,906.25085,122.78645,103.88223,145.96834,922.0604,8.527579,18.961689,2
104.549866,82.77556,6.9300637,2.9989996,74.75317,880.8043,937.2008,122.25314,103.749886,145.64137,924.9656,8.5561,18.70444,1
104.202705,80.91967,6.9728456,3.5007188,74.58559,877.1939,896.7941,127.73887,103.11151,144.63524,935.3938,8.860535,18.6779,1
105.10114,85.744514,10.912386,3.0189435,74.814644,919.1827,918.227,114.29006,102.50522,144.49435,928.8972,8.461136,18.84689,1
104.13353,82.61526,7.291001,3.1800954,74.763214,899.87396,906.09607,112.12728,103.52636,143.78401,933.5857,8.777713,18.783455,1
104.08707,81.51018,6.926681,4.195338,74.67542,880.75525,910.6931,129.66338,106.38049,145.31873,925.94,8.693118,18.771616,1
104.59181,80.3462,9.474034,2.7825437,74.67982,890.8938,910.7608,123.64403,103.11812,143.3072,944.9158,8.703964,18.95924,1
104.1706,81.6545,6.8818145,3.0278313,74.85039,887.5557,906.972,118.13949,105.626686,145.28671,924.99335,8.700628,18.592745,2
106.58769,79.077934,10.726973,2.87793,74.848114,881.6362,918.934,128.24364,104.02541,144.68896,932.25244,9.29442,18.874422,1
104.15456,83.52695,7.033583,3.5028362,74.70981,919.2508,952.38635,117.70326,103.476906,145.04468,924.1467,8.635957,18.531744,1
104.59101,80.95918,7.212225,3.5187101,74.90889,919.3974,935.39185,119.722946,102.61431,145.47066,923.0436,9.013978,18.760983,2
105.31513,87.41264,7.1872497,3.0324757,74.74649,910.0608,897.39056,130.37598,102.0746,143.08034,926.2329,9.1169615,18.697985,1
104.20425,82.084114,6.851588,2.9734838,74.931946,912.6266,910.79736,119.25806,106.70129,145.60268,919.24524,8.886556,18.768074,2
103.98019,81.61744,7.13853,3.5172765,74.70068,919.3803,960.8577,107.93955,103.60138,144.49,922.7412,8.733431,18.734148,1
107.71152,83.965034,7.052059,2.3660429,74.955696,884.0764,914.05963,119.203575,104.3724,144.42558,929.9328,9.373173,18.883572,1
104.521965,86.80044,7.07829,3.6062768,74.704895,895.0125,988.2127,127.96428,104.8096,145.34267,925.41705,8.9109745,18.766872,1
104.049835,80.73611,6.853336,3.2282302,74.82033,908.5626,910.0326,118.45082,105.01441,145.59874,925.7134,8.551797,18.609676,2
104.71959,86.18356,7.138394,3.4589293,74.9287,919.4055,906.3237,118.04765,102.998825,144.4502,928.66895,8.746099,18.802933,2
105.84223,80.14946,6.839236,3.3274994,74.70479,878.1375,899.3167,122.83058,102.48508,145.53749,931.0038,8.899124,18.729176,1
104.26223,80.56399,8.458629,3.0521219,74.74878,883.7091,904.01483,131.5502,104.20929,144.17184,927.78577,9.065621,18.941774,1
104.05756,81.6933,6.9704804,3.0774727,74.795,883.68005,901.183,129.11816,103.79411,145.32301,923.91785,8.614164,18.966576,2
104.09241,81.25432,7.156639,3.9121547,74.724106,902.0896,956.7691,116.0069,104.599846,145.29431,925.9825,8.719773,18.675909,2
105.31139,82.67817,6.949846,3.3385003,74.75414,879.6213,960.5529,119.6404,103.67529,145.26883,926.3562,8.646072,18.761974,1
103.98862,80.59023,6.8151374,3.926789,74.796646,905.59955,915.44794,118.39473,106.68689,145.81656,922.5888,8.626951,18.818718,2
107.69434,91.68686,6.8163934,2.5925364,75.21477,912.22375,910.0738,122.4942,101.951744,146.45422,925.50055,8.656784,18.81707,2
105.20976,81.065285,6.9506693,3.0123343,74.806206,878.7253,904.16095,119.61906,106.30361,145.08287,924.34875,8.904594,18.706564,1
104.08694,80.97007,6.8588753,3.9558153,74.64267,890.44543,904.73865,124.32032,101.27559,145.79474,935.2888,8.27225,18.974148,1
104.426865,85.6899,6.9046745,3.1039143,74.79713,918.514,902.93524,109.8977,103.885216,144.73918,925.20825,8.761639,18.601128,1
104.058136,81.624565,6.969472,3.1980302,74.85524,906.34625,907.36505,125.26404,106.333595,145.29561,920.989,8.87224,18.951262,2
105.78468,81.382545,7.0157847,2.294137,74.82842,882.21216,903.2347,116.592766,103.76221,144.9198,928.0885,8.98574,18.538267,1
104.12096,83.66548,6.9493027,3.2504947,74.785484,917.7886,904.3276,110.55319,104.76222,144.74971,924.79944,8.930929,18.634838,1
106.52174,81.652916,6.9752645,3.3742554,74.77261,915.1242,909.1219,118.79684,102.89895,145.73076,929.25037,9.19053,18.910215,1
106.486435,80.65622,6.9002876,2.912825,74.84879,879.2327,913.2364,116.64203,105.33431,144.21881,926.0725,8.926345,18.823042,1
105.837296,81.51698,6.978903,2.631813,74.81878,917.7916,905.0993,114.15529,104.14687,144.7883,926.1378,9.1470785,18.74041,1
107.39811,85.66319,7.0357184,2.7852302,74.904015,919.3939,907.18146,127.304634,101.8413,143.36133,925.7485,9.195016,18.878847,2
103.99249,81.72122,6.9036508,3.2143567,74.777824,904.7803,919.50397,114.45675,106.90563,143.76411,920.55566,9.03046,18.644762,1
107.76862,90.8173,7.9355626,2.635676,75.01378,884.31537,914.7168,121.64638,104.25376,144.47635,930.14685,9.216698,18.837616,1
104.64758,84.69979,6.911437,2.955032,74.74767,917.1806,903.80286,111.10084,103.0157,142.80939,945.08105,8.937873,18.795912,2
105.01851,82.79643,6.8025646,3.4267738,74.95526,879.8279,901.2597,120.562645,103.75933,146.19391,927.2661,8.486776,18.957697,2
104.16279,81.46884,6.971474,3.571972,74.7516,884.27344,906.7745,134.68874,103.917946,145.5596,924.81604,8.2466955,18.961294,2
105.35363,83.963715,7.0221553,3.5561755,74.892105,919.4098,920.531,123.6113,104.7361,143.29503,955.4353,8.542679,18.929527,2
103.99262,81.38384,6.9052067,3.821584,74.740746,918.1398,939.5331,112.65112,105.93795,145.23203,923.6028,8.743923,18.634552,1
103.85972,80.99218,6.803823,4.1074257,74.7239,891.89594,934.8164,115.6103,107.161995,145.27063,922.791,8.85308,18.57822,1
104.13808,80.99421,6.801957,3.2938578,74.68757,879.0955,898.4947,131.97968,104.40975,143.8051,925.3375,8.974788,18.694492,1
104.18895,82.44939,6.81173,3.2433949,74.797874,878.48926,913.41547,122.660164,106.3895,145.22714,922.04944,8.424621,18.887718,2
104.64002,81.62573,6.749796,4.431132,74.61682,886.386,906.4556,121.20646,105.524284,146.92567,933.79175,8.8555355,18.841845,1
104.341805,81.55332,7.0252166,3.6874416,75.19114,919.31836,911.1437,121.37677,104.64585,146.98451,919.50586,8.789419,18.94076,2
105.5714,87.695305,10.474089,3.1310573,74.88134,887.736,914.42114,117.67578,103.6903,144.9286,933.87244,9.229959,18.950155,1
104.23672,84.33394,7.0082035,3.5440927,74.66023,876.9795,960.08496,131.19205,105.37647,144.04024,924.3943,8.877333,18.771784,1
104.02881,81.54169,6.883772,3.88131,74.645874,876.9704,929.1795,127.85323,104.92736,144.95874,925.5868,8.867408,18.77388,1
104.51359,85.29653,6.7771,3.2123802,74.85046,879.41644,906.0698,117.72772,106.48358,145.21725,926.6999,8.704189,18.844393,2
106.135925,82.82893,6.8417187,4.265493,74.8038,890.9784,913.6862,130.34453,105.954,146.82297,931.4298,9.049671,18.715595,1
103.93398,79.56388,7.0050983,4.442811,74.73453,902.0389,919.2981,117.86165,105.73699,146.82912,928.6035,7.921281,18.95207,2
104.38258,82.78679,6.846163,3.392336,74.732925,876.99646,906.61755,138.45517,104.60573,144.84671,919.90485,8.789379,18.792141,1
104.06837,81.96239,7.598122,3.0137515,74.73514,918.9966,914.1225,113.78355,102.4612,144.69043,928.7655,8.548907,18.645061,1
105.42261,89.4598,8.326784,3.1081743,74.93699,919.30536,907.6026,116.81987,102.40447,145.4497,925.1373,8.801156,18.844225,2
104.03891,80.993095,6.76351,4.401172,74.621254,882.6399,923.5339,122.06756,107.10343,145.96057,931.4249,8.225364,18.945835,1
104.34323,82.18884,6.958616,3.0053246,74.708664,918.8303,911.5671,114.87965,102.842476,143.93831,942.62604,8.558026,18.750782,2
104.99487,85.41174,10.076626,3.0756273,74.7658,883.9663,905.95636,125.67206,102.52521,145.6251,929.86755,9.147323,18.898924,1
104.24639,83.13548,6.841411,2.7507823,74.83063,876.0638,946.53375,118.239136,105.295494,146.17624,922.8032,8.560901,18.643538,2
104.21353,81.594696,6.857385,2.9181945,74.73605,878.45605,907.4966,121.65606,105.46472,144.1664,937.9971,8.803009,18.756685,2
106.31823,89.97829,6.7489033,2.874694,75.10994,881.6262,907.16815,112.76049,106.428444,146.57892,924.9888,8.530873,18.915298,2
104.35319,82.53137,6.9752893,3.21561,74.88275,919.37396,907.1717,120.58104,104.75299,145.76439,921.6975,9.062291,18.767992,2
105.17527,80.85375,6.7966533,3.9740312,74.81639,881.23926,907.8049,112.35341,107.195015,145.7906,925.0523,8.844196,18.871857,1
104.03993,81.59163,6.874317,3.6615803,74.84556,912.3266,909.08386,113.3835,107.04231,145.15413,920.3974,8.966373,18.83952,1
104.145546,81.13638,6.994853,3.0479372,74.77702,907.1221,902.94354,126.26504,103.68985,145.41177,923.5537,8.68302,18.929298,2
104.53639,80.06976,10.661052,2.9157536,74.69861,884.2288,912.2899,132.99028,103.94664,145.28125,929.94775,9.241112,18.924627,1
104.26131,81.4739,7.4978843,2.5736742,74.662,910.9909,906.8348,117.4769,103.57585,143.20126,943.4708,8.708913,18.685032,1
104.2279,80.99357,8.474904,3.810625,74.704735,886.6113,906.29193,134.04921,101.39861,146.19911,928.6192,8.831883,18.977764,1
105.09957,80.76025,6.7647667,3.8916683,74.71782,882.3809,900.2675,120.747185,104.47921,146.29549,930.5649,8.916364,18.589943,1
104.68707,88.382835,7.1147604,3.5385065,74.83271,919.4098,903.2189,123.72886,101.37015,142.7503,922.4979,8.556248,18.885483,2
103.90383,80.93561,6.863203,3.9959722,74.76666,917.16846,931.49567,106.720024,107.189064,145.27962,922.24347,9.119887,18.614317,1
103.969444,83.23146,6.907759,3.2610493,74.79117,919.40466,907.9048,111.07917,102.981224,144.13986,925.11255,8.896332,18.765032,1
107.93395,91.81136,6.848726,2.3891673,75.36342,888.4369,912.39496,121.34813,105.17756,147.0076,924.5431,8.320477,18.835718,2
104.9161,82.8301,7.1041365,3.0868282,75.0722,872.5131,972.8535,118.768906,101.340775,146.23544,920.3582,9.013576,18.512548,2
105.119156,87.17283,7.018231,3.1372159,74.79559,919.40845,900.7718,122.00084,101.399124,143.9693,921.76117,8.936359,18.729677,1
104.58176,85.90434,9.322844,3.088184,74.74792,919.3842,924.07513,121.33645,102.741936,145.08002,923.52374,7.6790147,18.711613,1
104.74672,81.25797,6.9153037,3.355632,74.75853,902.1896,902.4951,119.04179,104.840965,145.38873,925.59045,8.826093,18.901007,1
